Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,Keywords
Bukit Delight,ChIJB0oSmZf51y0R93YwtphDl7U,"Jl. Joyo Agung No.1, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","restaurant, cafe, store, point_of_interest, food, establishment",4.5,5334,2.0,"A romantic cafe with indoors and outdoor designed location located on the hill near bukit tidar residence Varieties of drinks from coffee gelatos tea vanilla Snacks and food available too On top of that there are varieties of games to play like UNO and also Billiard Youll be given a half hour to play if your order surpassed 100k just directly ask the cashier youll leave your ktp and being given the necessities

Cozy place for millenials food taste were range from 2 to 4 stars slow response service Bunga Telang Tea was good

If you want to bring your family or just hanging out with your friends but you have tight budget this place may be suitable with your pocket It offers warm and pleasant ambience a selected amount of light dishes and affordable price It comes to my astonishment that they offer a quite tasty meal but cheaper than any other restaurants or cafes Good job

nice place you can get fresh air n good view there Recomended place for hangout with friends or couple to spend time in afternoon There are some less tasty foods and beverage in my opinion like you know sausages in noodle menu and traditional drinks rempahrempah the taste less goodbut over all is okay

Very cozy and instagramable place I guess mostly Kera ngalam Malangs youth people knowed this place because i got the recommendation from my friend in Malang

The place are very big and wide Its near from UMM Universitas Muhammadiyah Malang campus Theres outdoorindoor suite room For you who loves nature vibes the outside suite room is really high recommended to chosen

For the menu there are a lot of food and beverages popular menu such as Pisang Gigit Roti Bakar Hot Chocolate Coffe beer I like the Kapiten Coffe Beer you can drunk that beverages safety because its 0 alcohol even using beer as the mixed beverages with coffe The taste is delicious also

I gave 5 star without doubtfull and i highly recommended you guys to visit this place with your friend for hangin out when youre visiting Malang City",0.875,0.3087477566143692,0.7051243269843107,11,"foods beverage, beverages popular, tasty meal, necessities cozy, near bukit, cheaper restaurants, bukit, bukit tidar, recomended place, cafe indoors"
Bukit Delight,ChIJPy93iqwp1i0Rvl5bzFSxo9Q,"Jl. Joyo Agung No.1, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","restaurant, cafe, store, food, point_of_interest, establishment",4.5,5333,2.0,"A romantic cafe with indoors and outdoor designed location located on the hill near bukit tidar residence Varieties of drinks from coffee gelatos tea vanilla Snacks and food available too On top of that there are varieties of games to play like UNO and also Billiard Youll be given a half hour to play if your order surpassed 100k just directly ask the cashier youll leave your ktp and being given the necessities

Cozy place for millenials food taste were range from 2 to 4 stars slow response service Bunga Telang Tea was good

If you want to bring your family or just hanging out with your friends but you have tight budget this place may be suitable with your pocket It offers warm and pleasant ambience a selected amount of light dishes and affordable price It comes to my astonishment that they offer a quite tasty meal but cheaper than any other restaurants or cafes Good job

nice place you can get fresh air n good view there Recomended place for hangout with friends or couple to spend time in afternoon There are some less tasty foods and beverage in my opinion like you know sausages in noodle menu and traditional drinks rempahrempah the taste less goodbut over all is okay

Very cozy and instagramable place I guess mostly Kera ngalam Malangs youth people knowed this place because i got the recommendation from my friend in Malang

The place are very big and wide Its near from UMM Universitas Muhammadiyah Malang campus Theres outdoorindoor suite room For you who loves nature vibes the outside suite room is really high recommended to chosen

For the menu there are a lot of food and beverages popular menu such as Pisang Gigit Roti Bakar Hot Chocolate Coffe beer I like the Kapiten Coffe Beer you can drunk that beverages safety because its 0 alcohol even using beer as the mixed beverages with coffe The taste is delicious also

I gave 5 star without doubtfull and i highly recommended you guys to visit this place with your friend for hangin out when youre visiting Malang City",0.875,0.3086898627916401,0.705106958837492,12,"foods beverage, beverages popular, tasty meal, necessities cozy, near bukit, cheaper restaurants, bukit, bukit tidar, recomended place, cafe indoors"
Kase Coffee & Pool House,ChIJ8YKkLZn51y0ReTNNEnb8HpU,"Jl. Kalimaya No.10, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, store, food, point_of_interest, establishment",5.0,233,,"Nice ambience Cheap menu served with best quality ingredients

best coffee shop in greater malang area good atmosphere good value

Super comfy little house cafe style Good and affordable coffee And plus they have fluffy donuts super cheap and yummy

Cozy place with home atmosphere good to relax and or working

A lot of choices from coffe tea or milkbase and food

Nice place good coffee excellent servicemake me feel happier",1.0,0.0134313668731546,0.7040294100619463,13,"choices coffe, food nice, nice place, cheap menu, good affordable, nice ambience, coffe tea, ambience cheap, cozy place, best coffee"
Kase Coffee & Pool House,ChIJIajjBjANeC4RNckoFHdIr8k,"Jl. Kalimaya No.10, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, store, establishment",5.0,233,,"Nice ambience Cheap menu served with best quality ingredients

best coffee shop in greater malang area good atmosphere good value

Super comfy little house cafe style Good and affordable coffee And plus they have fluffy donuts super cheap and yummy

Cozy place with home atmosphere good to relax and or working

A lot of choices from coffe tea or milkbase and food

Nice place good coffee excellent servicemake me feel happier",1.0,0.0134313668731546,0.7040294100619463,14,"choices coffe, food nice, nice place, cheap menu, good affordable, nice ambience, coffe tea, ambience cheap, cozy place, best coffee"
Noise Coffee,ChIJ0X_bqtqDeC4RjrTzuAUxKoI,"Jl. Sulfat, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","cafe, point_of_interest, food, store, establishment",5.0,198,,"Good coffee with affordable price They also open very early which is nice Unfortunately theres no nonsmoking area

All menu is recomended But i recomend Coffee menu because in Here has speciality Coffee

And the barista has good hospitality

If you visit malang Its a waste if you didnt come to noise Coffee

cozy place good food

recommended bgt

Super recommended ",1.0,0.0114050830776356,0.7034215249232907,15,"food recommended, barista, recomended recomend, affordable, hospitality visit, menu speciality, cozy place, good coffee, noise coffee, menu recomended"
Noise Coffee,ChIJCbEM2z0p1i0RgK1kkGIqS2o,"Jl. Sulfat, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","cafe, food, store, point_of_interest, establishment",5.0,198,,"Good coffee with affordable price They also open very early which is nice Unfortunately theres no nonsmoking area

All menu is recomended But i recomend Coffee menu because in Here has speciality Coffee

And the barista has good hospitality

If you visit malang Its a waste if you didnt come to noise Coffee

cozy place good food

recommended bgt

Super recommended ",1.0,0.0114050830776356,0.7034215249232907,16,"food recommended, barista, recomended recomend, affordable, hospitality visit, menu speciality, cozy place, good coffee, noise coffee, menu recomended"
Nakoa Cafe Bondowoso,ChIJ4Yw3qT4p1i0RD3XuLlQFbuo,"Jl. Bondowoso No.14, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, point_of_interest, food, establishment",4.7,3216,2.0,"I love their outdoor concept really excellent and comfy unless its raining But not with their interior design so similar with Starbucks Lets say its a local Starbucks It feels like they dont have their own characteristics Still better for me since they have excellent staff and their coffee is superb

After exploring many coffee shops I found one coffee shop which I think is really worth it for students like us to visit   Nakoa cafe Bondowoso is one of my favorite hangout cafes it seems I have visited this cafe countless times  The reason why Nakoa is my favorite cafe is that most of the people who come here are students doing their assignments so it makes the atmosphere of the cafe calm and not chaotic  The people at Nakoa also dont care about visitors so I think Nakoa is really good for me time  My favorite menu here is the matcha latte   Apart from the matcha latte the drinks here are also delicious  The price is also standard which is under 25000  Apart from selling drinks here they also sell some delicious food moreover the donuts are really delicious and cheap   For those of you who like to do assignments alone you can really try this Nakoa cafe

The place so comfy for works both indoor and outdoor the coffee is great too WiFi so fast the staff so friendly i have a good experience at Nakoa Cafe just need some improvement to make the toilet clean Overall is good ill come again to Nakoa Cafe Waiting for the new menu for filling my tummy

This is a special place for coworking which makes it also a great coffee shop Italian espresso machine Simonelli makes nice coffees and you feel like being in a sort of modern museum Really outstanding designwell done

I think the doughnut is a normal doughnut It has no speciality except the price 9k 
The coffe was also tasty as normal coffe
We can freely take a mineral water

The place is quite large and cozy for having chit chat",0.925,0.1861286400741041,0.7033385920222311,17,"coffee great, nakoa, nakoa really, outdoor coffee, cafes visited, cafe just, hangout cafes, exploring coffee, try nakoa, experience nakoa"
Nakoa Cafe Bondowoso,ChIJq5RGZL-DeC4RYLzYaQUyFLI,"Jl. Bondowoso No.14, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, food, point_of_interest, establishment",4.7,3216,2.0,"I love their outdoor concept really excellent and comfy unless its raining But not with their interior design so similar with Starbucks Lets say its a local Starbucks It feels like they dont have their own characteristics Still better for me since they have excellent staff and their coffee is superb

After exploring many coffee shops I found one coffee shop which I think is really worth it for students like us to visit   Nakoa cafe Bondowoso is one of my favorite hangout cafes it seems I have visited this cafe countless times  The reason why Nakoa is my favorite cafe is that most of the people who come here are students doing their assignments so it makes the atmosphere of the cafe calm and not chaotic  The people at Nakoa also dont care about visitors so I think Nakoa is really good for me time  My favorite menu here is the matcha latte   Apart from the matcha latte the drinks here are also delicious  The price is also standard which is under 25000  Apart from selling drinks here they also sell some delicious food moreover the donuts are really delicious and cheap   For those of you who like to do assignments alone you can really try this Nakoa cafe

The place so comfy for works both indoor and outdoor the coffee is great too WiFi so fast the staff so friendly i have a good experience at Nakoa Cafe just need some improvement to make the toilet clean Overall is good ill come again to Nakoa Cafe Waiting for the new menu for filling my tummy

This is a special place for coworking which makes it also a great coffee shop Italian espresso machine Simonelli makes nice coffees and you feel like being in a sort of modern museum Really outstanding designwell done

I think the doughnut is a normal doughnut It has no speciality except the price 9k 
The coffe was also tasty as normal coffe
We can freely take a mineral water

The place is quite large and cozy for having chit chat",0.925,0.1861286400741041,0.7033385920222311,18,"coffee great, nakoa, nakoa really, outdoor coffee, cafes visited, cafe just, hangout cafes, exploring coffee, try nakoa, experience nakoa"
Nakoa Cafe Bondowoso,ChIJeWZkr5391y0RwX5Z_cBOSBk,"Jl. Bondowoso No.14, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, food, point_of_interest, establishment",4.7,3216,2.0,"I love their outdoor concept really excellent and comfy unless its raining But not with their interior design so similar with Starbucks Lets say its a local Starbucks It feels like they dont have their own characteristics Still better for me since they have excellent staff and their coffee is superb

After exploring many coffee shops I found one coffee shop which I think is really worth it for students like us to visit   Nakoa cafe Bondowoso is one of my favorite hangout cafes it seems I have visited this cafe countless times  The reason why Nakoa is my favorite cafe is that most of the people who come here are students doing their assignments so it makes the atmosphere of the cafe calm and not chaotic  The people at Nakoa also dont care about visitors so I think Nakoa is really good for me time  My favorite menu here is the matcha latte   Apart from the matcha latte the drinks here are also delicious  The price is also standard which is under 25000  Apart from selling drinks here they also sell some delicious food moreover the donuts are really delicious and cheap   For those of you who like to do assignments alone you can really try this Nakoa cafe

The place so comfy for works both indoor and outdoor the coffee is great too WiFi so fast the staff so friendly i have a good experience at Nakoa Cafe just need some improvement to make the toilet clean Overall is good ill come again to Nakoa Cafe Waiting for the new menu for filling my tummy

This is a special place for coworking which makes it also a great coffee shop Italian espresso machine Simonelli makes nice coffees and you feel like being in a sort of modern museum Really outstanding designwell done

I think the doughnut is a normal doughnut It has no speciality except the price 9k 
The coffe was also tasty as normal coffe
We can freely take a mineral water

The place is quite large and cozy for having chit chat",0.925,0.1861286400741041,0.7033385920222311,19,"coffee great, nakoa, nakoa really, outdoor coffee, cafes visited, cafe just, hangout cafes, exploring coffee, try nakoa, experience nakoa"
Nakoa Cafe Bondowoso,ChIJtVClqfRBdy4RMIuYNyyXaNU,"Jl. Bondowoso No.14, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, point_of_interest, food, establishment",4.7,3216,2.0,"I love their outdoor concept really excellent and comfy unless its raining But not with their interior design so similar with Starbucks Lets say its a local Starbucks It feels like they dont have their own characteristics Still better for me since they have excellent staff and their coffee is superb

After exploring many coffee shops I found one coffee shop which I think is really worth it for students like us to visit   Nakoa cafe Bondowoso is one of my favorite hangout cafes it seems I have visited this cafe countless times  The reason why Nakoa is my favorite cafe is that most of the people who come here are students doing their assignments so it makes the atmosphere of the cafe calm and not chaotic  The people at Nakoa also dont care about visitors so I think Nakoa is really good for me time  My favorite menu here is the matcha latte   Apart from the matcha latte the drinks here are also delicious  The price is also standard which is under 25000  Apart from selling drinks here they also sell some delicious food moreover the donuts are really delicious and cheap   For those of you who like to do assignments alone you can really try this Nakoa cafe

The place so comfy for works both indoor and outdoor the coffee is great too WiFi so fast the staff so friendly i have a good experience at Nakoa Cafe just need some improvement to make the toilet clean Overall is good ill come again to Nakoa Cafe Waiting for the new menu for filling my tummy

This is a special place for coworking which makes it also a great coffee shop Italian espresso machine Simonelli makes nice coffees and you feel like being in a sort of modern museum Really outstanding designwell done

I think the doughnut is a normal doughnut It has no speciality except the price 9k 
The coffe was also tasty as normal coffe
We can freely take a mineral water

The place is quite large and cozy for having chit chat",0.925,0.1861286400741041,0.7033385920222311,20,"coffee great, nakoa, nakoa really, outdoor coffee, cafes visited, cafe just, hangout cafes, exploring coffee, try nakoa, experience nakoa"
Nakoa Cafe Bondowoso,ChIJaeGiYXRXeC4R400uGZuTjXY,"Jl. Bondowoso No.14, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, food, point_of_interest, establishment",4.7,3216,2.0,"I love their outdoor concept really excellent and comfy unless its raining But not with their interior design so similar with Starbucks Lets say its a local Starbucks It feels like they dont have their own characteristics Still better for me since they have excellent staff and their coffee is superb

After exploring many coffee shops I found one coffee shop which I think is really worth it for students like us to visit   Nakoa cafe Bondowoso is one of my favorite hangout cafes it seems I have visited this cafe countless times  The reason why Nakoa is my favorite cafe is that most of the people who come here are students doing their assignments so it makes the atmosphere of the cafe calm and not chaotic  The people at Nakoa also dont care about visitors so I think Nakoa is really good for me time  My favorite menu here is the matcha latte   Apart from the matcha latte the drinks here are also delicious  The price is also standard which is under 25000  Apart from selling drinks here they also sell some delicious food moreover the donuts are really delicious and cheap   For those of you who like to do assignments alone you can really try this Nakoa cafe

The place so comfy for works both indoor and outdoor the coffee is great too WiFi so fast the staff so friendly i have a good experience at Nakoa Cafe just need some improvement to make the toilet clean Overall is good ill come again to Nakoa Cafe Waiting for the new menu for filling my tummy

This is a special place for coworking which makes it also a great coffee shop Italian espresso machine Simonelli makes nice coffees and you feel like being in a sort of modern museum Really outstanding designwell done

I think the doughnut is a normal doughnut It has no speciality except the price 9k 
The coffe was also tasty as normal coffe
We can freely take a mineral water

The place is quite large and cozy for having chit chat",0.925,0.1861286400741041,0.7033385920222311,21,"coffee great, nakoa, nakoa really, outdoor coffee, cafes visited, cafe just, hangout cafes, exploring coffee, try nakoa, experience nakoa"
