Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,One_Keywords
PROTELOON KOPI,ChIJI9OfPrgp1i0RY2-ojMni8VI,"Jl. Candi Mendut Sel. VII No.2, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, store, food, point_of_interest, establishment",4.8,79,,"Coffee shop with a decent set of beans to be served. The location is frequented by students and young people. Limited seating on busy hours.

Great coffee and friendly services

Congratulation for soft launching... Be a next coffee destination.
We'll promote it on ours WAG.

nice place

Cozy place",0.95,0.0045157181728709,0.5434417588143345,1349,"coffee, shop, launching, services, seating, decent, students, frequented, congratulation, wag"
BLEYERR COFFEE SHISHA,ChIJDxvwpJDh1y0Rj5U9WWwnulE,"GPW7+6HX, Kwadengan Timur, Lemahputro, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213, Indonesia","cafe, food, point_of_interest, establishment",4.8,78,,"Top bgt

Thx uuuuu

The place is good, the coffee is complete *starting to brew, Arabica, Robusta, Drip coffee, complete snacks, Wedang Uwuh is also available, the price is cheaper for the café class, a must try if you haven't stopped by

This is just burnt which is sold in one of the mas of the roasting group.
For bleyerr coffee. The place is comfortable. Very cheap to use. If you want a heavy menu and a light menu, there is. There are many variations of drinks, both iced and hot, and affordable. View the motor soul will feel at home here. Cleanliness is always maintained by the owner directly. Recommended place for community gathering.

Semi-outdoor warkop with classic and motorbike decorations, with a fairly complete coffee menu at affordable prices",0.95,0.0044578243501418,0.5434168644705609,1350,"brew, affordable, menu, arabica, motorbike, bgt, wedang, snacks, thx, havent"
Sanubari,ChIJqZSXEG2DeC4Rg_mtrXDMQbU,"Ruko Tlogomas, Jl. Raya Tlogomas No.37, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, point_of_interest, food, establishment",4.8,78,,"good ambience.. very humble staff..

Good place to grab coffee and they selling coffee equipment

Night dine in was amazing

a place to hangout that closes at 12 pm, the place is spacious so it can be crowded, the drinks are also cheap under 20k

It's very comfortable and fun, the place is really cozy, coming here with friends or girlfriends is really good. You can also make photo spots because the place is very Instagramable.

For the drink, I ordered a hot Americano, the taste of the coffee is different from other coffees in general, it has a distinct taste. Highly recommended.

Suggestions to cafe owners, maybe the music volume can be turned down a bit because it's a bit difficult to communicate when there's music.",0.95,0.0044578243501418,0.5434168644705609,1351,"cafe, ambience, crowded, americano, humble, fun, instagramable, 20k, equipment, maybe"
KOPI RAKYAT MLG,ChIJy0O2dC4p1i0RxgAjuqRA5q4,"2JGQ+4P2, Kesatrian, Blimbing, Malang City, East Java, Indonesia","cafe, store, food, point_of_interest, establishment",4.8,77,,"The best

A cool coffee place to hang out, the coffee is delicious, there are also fresh vegetables and various snacks, the service is good... Really recommended anyway

Cozy place, quiet because it's a bit far from the highway. Friendly service and affordable prices.

I like

Nice coffee place...let's come here",0.95,0.0043999305274127,0.5433919701267874,1352,"coffee, cozy, friendly, affordable, placelets, highway, vegetables, service, hang, really"
Tempat Tjengkrama,ChIJcT1O5pYp1i0Rrsa0JdAC-Jc,"Jl. Soka No.8, RW.02, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, store, point_of_interest, food, establishment",4.8,77,,"Comfy, worth to buy, delicious food and beverage

good vibe, coffee quite nice, the staff are polite... i really having a good time

Nice place to hanging out with Friends

Rcmnded

Chill",0.95,0.0043999305274127,0.5433919701267874,1353,"coffee, polite, vibe, comfy, worth, place, staff, rcmnded, chill, quite"
KOPI KAWISTA,ChIJO5i5906DeC4RO-_W972vAf0,"Jl. Mertojoyo No.313, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, store, point_of_interest, establishment",4.8,76,,"Good place for coffe time

Dearest,happiness ☺😊

Good

Nice

Discussed until they didn't realize it was late at night, describing this copy as a comfortable place, the service was friendly. If you run out of ammunition for the treasure of thought, all you have to do is borrow the books on the shelves in the corners of this copy space. If you run out of logistics, that means you have to go to the cashier. Thank you.",0.95,0.0043420367046836,0.5433670757830139,1354,"place, cashier, dearesthappiness, coffe, friendly, books, copy, logistics, didnt, realize"
Baradjawa - Coffee Shop,ChIJP4XDZqz71y0RPJtZWD4TAVM,"Taman Jl. Gayungsari Bar. II No.12, Pagesangan, Kec. Jambangan, Surabaya, Jawa Timur 60233, Indonesia","cafe, food, store, point_of_interest, establishment",4.8,75,,"joss

Homie poll

Comfy place

Cozy place...

Good",0.95,0.0042841428819544,0.5433421814392404,1355,"cozy, joss, place, comfy, poll, homie, good"
Lova Drink,ChIJ9ZudTpsp1i0RWDC_4nSjaRs,"Malang Town Square Lt 3 No. LS 86 Food Court Unit UO 8 no 6, Jl. Veteran No.2, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","cafe, food, point_of_interest, establishment",4.8,73,,"Grat drinks

Manteep

Recommended!

nice

The place is quite minimalist, but quite vintage. The signature drink is really cute with the bunny hehe. The rear view of the cafe is the rice fields.",0.95,0.0041683552364962,0.5432923927516934,1356,"cafe, grat, drink, rice, bunny, minimalist, recommended, vintage, fields, really"
Capella Coffee & Eatery,ChIJeQs1CpWDeC4RNKuXwNSNqnA,"A2, Jl. Perumahan Villa Bukit Tidar No.Blok 721, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, establishment",4.8,73,,"Kinda hidden from the hectic traffic of the city, both foods and beverages are great at reasonable prices too. Defo will visit again

Perfect place with the good vibe to spend the time with your fellow community, loved ones either your family.
Recommended place!!!

Well, this place is suitable for family and coworkers. The ambience is nice—calming. Wide space outside. The price is surprising! I costed only 12k Rupiah for their Assam Black Tea (I should order with no sugar later) and 10k Rupiah for their Garlic Bread (I think it's more suitable to be called ""bruschetta"").

Lovely place

nice coffee with nice place",0.95,0.0041683552364962,0.5432923927516934,1357,"assam, city, beverages, visit, bruschetta, prices, family, garlic, lovely, defo"
Oi Warung Kopi,ChIJeYDcNiop1i0RWWm_KGToEy8,"Jl. Ciujung No.8, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia","store, cafe, point_of_interest, food, establishment",4.8,73,,"Cozy coffee shop with javanese traditional house, with affordable price for its coffee and snack and cozy place to spend time with your friends or significant others.

Cozy cafe

homey

Vintage in java

A cafe with a Jogja concept that offers great coffee and is pocket-friendly is perfect for hanging out with friends and wifi is available",0.95,0.0041683552364962,0.5432923927516934,1358,"javanese, cafe, jogja, cozy, affordable, homey, available, wifi, significant, concept"
Warung Mie Singkek,ChIJ1eLpMv1Ady4RiqhqgfR5vVY,"2CJ8+J79, Lrg. 1, Tempelan, Kec. Blora, Kabupaten Blora, Jawa Tengah 58211, Indonesia","cafe, food, point_of_interest, establishment",4.8,73,,"ok

Top

Legendary

Legend.. 👍👍

The noodles are worth it, but the waiting time for ordering is rather long",0.95,0.0041683552364962,0.5432923927516934,1359,"legendary, noodles, legend, ordering, worth, waiting, long, ok, time"
Ngoceh Ngopi Receh,ChIJvfWIkHmDeC4R_JP71Wn6nA0,"Jl. Bukit Barisan No.14, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia","cafe, point_of_interest, food, store, establishment",4.8,71,,"Honestly I came here because of the nasi goreng anglo. Snack and desserts are available. The coffee based drinks are nice, especially the butterscoth. Such a lovely place

Nice and cozy place, and also humble person.

Sip

good place

Really great menu👍👍👍
The Real Espresso..Make Literacy 👀 & Powerful💪💪💪
Service is Fast & Friendly Friendly
Especially the boss... Gokil & Friendly 😁😁😎👍Success & Smooth Barokah NGOCEH
BARAKALLAH 🤲🏻🤲🏻🤲🏻",0.95,0.004052567591038,0.5432426040641464,1360,"espressomake, drinks, barokah, friendly, nasi, butterscoth, menu, literacy, gokil, humble"
Eastreet Café & Eatery,ChIJnxAygof71y0RcWIELt7RbuU,"Jl. Ngagel Jaya No.59, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia","cafe, restaurant, food, store, point_of_interest, establishment",4.8,70,,"A very good place to have peace. Eastreet Cafe & Eatery is a very calm thus suitable for those who would like to work from cafe. Not only that, the price range is also reasonable. I have an overall good experience with the service, snacks, and drinks. Although, I would highly recommend the spicy chicken wings as it tastes so good.

Cozy place to spend time cause not a lot of ppl go here. I like the passionberry yakult, i thought it's gonna be stange but it suprised me how much i like it. Overall i like the place especially bcs it's close to my university.

The place small, there are only 5 table with 2 seat.
They have 5 staff in charge during my visit. We try panda coffee but the taste of pandan not standout. The cappuccino was like others cappuccino. The palm sugar coffee latte is good.
I order the platter eastreet but it’s need big plate, the one they use too small. Wi should eat all thing at the top so they not falling down.
They also have vapor store on 2nd floor.
The weird things is the owner briefing staff near us. It’s kind not proper thing to do, i know they just open but..

cozy place to chill.. lychee yakult smoothies and aglio olio are my fave, and their sambal matah is a must try 👍🏻 definitely will come back

Location is across Pramita, which is easy to spot. Its a cozy cafe with great aesthetic atmosphere. Really comfortable for meetings, lounging or doing work.

My favorite dish is Chicken Rice Sambal Matah. The Sambal Matah is very savory and I’ve ordered twice already.

The Strawberry Jam is on the spot, its not too sweet, and not to sour. For those milk lovers, you must give this a try.",0.95,0.0039946737683089,0.5432177097203729,1361,"cafe, savory, lounging, rice, yakult, briefing, try, range, sambal, especially"
ABAHKOPI,ChIJT3kWDQ8p1i0RV1AZrpS6tHU,"Jl. Ikan Tombro No.25a, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, store, food, point_of_interest, establishment",4.8,70,,"Great the place. Good service and quality☕️

Nice and comfortable atmosphere. The only thing that needs to be corrected is when I bought the geprek chicken and the condition of the chicken was really bad. Please fix again
The other menu items are delicious and cheap.
24 hour copy. And the guards are also very friendly, smile a lot

Exciting, busy, comfortable, cheap.

It's just that the menu isn't complete.

This is a mainstay when it rains. Need something sweet and warm for sure.

The location is near the tomb, challenging and the seat can make you lie down",0.95,0.0039946737683089,0.5432177097203729,1362,"tomb, quality, menu, chicken, geprek, near, isnt, exciting, guards, sure"
DN Cafe Taman,ChIJoVzjuyvb1y0RQAfaz-DhoVo,"Jl. Jetak, Candi, Tunggul Wulung, Kec. Pandaan, Pasuruan, Jawa Timur 67156, Indonesia","cafe, food, point_of_interest, establishment",4.8,70,,"Recomend

Fresh location

Nice place

The place to eat is in Taman Rumah
Not too big but comfortable..
There are lots of menu variants at super super affordable prices... Starting at just five thousand. It's really suitable for a leisurely afternoon snack... The favorite menu is Fried chicken with soft bones, fruit salad, and Vietnamese coffee... Super worth it to try. Success is always DN Cafe.

Nice place to relax...cool..
Food and drink prices are very affordable
Food taste good..
Really recommended for hanging out with friends or family...",0.95,0.0039946737683089,0.5432177097203729,1363,"cafe, taman, rumah, vietnamese, eat, affordable, recomend, menu, relaxcool, thousand"
Java Coffee & Eatery,ChIJ-WaNOycp1i0R8pl1wK4_aq4,"Jl. Manunggal No.8, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, establishment",4.8,70,,"Coock buat hangout, highly reccomended

Sangat recommended!🤩

Its Ok.

Mantabb brooo.....

Pokoeee makjoesss",0.95,0.0039946737683089,0.5432177097203729,1364,"hangout, coock, sangat, mantabb, pokoeee, makjoesss, brooo, recommended, reccomended, ok"
BASTILLE,ChIJgZ1l75eBeC4RQn5iH0hhKRw,"Jl. Gotong Royong III No.9, Jetak Ngasri, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, food, point_of_interest, establishment",4.8,69,,"The view is great so does the coffee.

Friendly staff. Great service. Best place to chill and see the mountain view. Bring your jacket!

Good place, ambience and service. Cheers!

Good

Recommended",0.95,0.0039367799455798,0.5431928153765992,1365,"view, mountain, ambience, coffee, jacket, friendly, does, staff, chill, bring"
mao.place,ChIJKyuH7EaDeC4Ri6sM4r1Pzas,"Jl. Simpang Candi Panggung No.123A, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, establishment",4.8,68,,"Surprisingly good cafe with welcoming price points. Good place and the thrift shop is well curated 🫶

Cozy and Aestethic place! Dominated with White color and Furniture. You can a Little bit feel like you're on Japan store! You can take a picture with good environment here! Oh, there's also a Vinyl record beside them. Go check it out! Enjoy!!

Great ambience, good food (I'd try Katsudon) and Pineapple Tea, I think that the pineapple made from fermented fruit. Good.

Edgy

The food is ⭐5 because it's delicious. The katsudon has a unique taste because it has the taste of your friend's noodles. The Gyukuri rice is also not stingy with the meat.

Service ⭐4 because it takes a long time to serve drinks, it only takes around 15 minutes to take them. Oh yes, here is self service. So if the order is ready, take it yourself. So, if the food is made, it will take longer. Almost 30 minutes just can be taken.

Atmosphere ⭐3 because there is no separate smoking area. Actually, it's a nice place, but it's really full and lots of people smoke. There's no special smoking or outdoor area, so you don't have to feel comfortable with cigarette smoke.",0.95,0.0038788861228506,0.5431679210328257,1366,"cafe, japan, noodles, gyukuri, ambience, thrift, welcoming, ready, 15, aestethic"
KOPINESIA 2.0 (dermo),ChIJo556jD-BeC4Rhl7v7gla674,"Jl. Raya Dermo Jl. TPST, Jetak Lor, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, store, point_of_interest, food, establishment",4.8,68,,"Good coffee for good vibe

Good place great person

Favorite

The place is comfortable and very suitable for gathering.

The service, menu and atmosphere are great. The service is friendly, the menu is diverse and delicious. The atmosphere is relaxed but fun. 👍",0.95,0.0038788861228506,0.5431679210328257,1367,"coffee, friendly, place, vibe, relaxed, delicious, diverse, menu, atmosphere, person"
Storycafe,ChIJj2vsdeTn1y0RcH8FNhXvWL0,"Natura square 2, Blk. EE No.06, Bedrek, Siwalanpanji, Buduran, Sidoarjo Regency, East Java 61252, Indonesia","cafe, point_of_interest, food, establishment",4.8,68,,"A hundred percents comfy place there, with a great hospitality. Introvert pro-place (there'll be a small library as well), but that accoustic singer makes it extrovert are welcomed thou. The coffee was soooo great, the arabicans are Gayo, Mandailing, Bali Kintamani, Dampit n some of robustas. Available in V60 n Viet-drip one. Purchase 50k n you'll get a random sweet present!❤️ Visit Story Cafe n make a new story there! ❤️

This place had a nice coffee and food. They're upgrade their beverages menu. Also, the price are affordable for a cafe. You can just spend for about 20k and get a delicious food and drinks.
Can't wait for their new look!

cozy place to hangout with friends

Good place & good taste

Nice place for hang out with your friends or your family.. 🤗😍",0.95,0.0038788861228506,0.5431679210328257,1368,"bali, cafe, arabicans, beverages, introvert, affordable, welcomed, gayo, menu, story"
Metronome Cafe by Goeboeg Dau,ChIJ86KZiR-BeC4RIUA73xaUXhY,"Jl. Depan, Krajan, Sumbersekar, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, store, point_of_interest, food, establishment",4.8,67,,"Top Recommended

You can get to this place because you got lost following the gmaps, so stop by. As for the place, it's quite easy to reach, the weather is cool, the cafe design is okay.
But apologize in advance, my honest review of the price is not suitable for students. The menu was less varied and I was confused about choosing a menu because my stomach didn't go well with coffee and chocolate. As a result, I ordered chocolate ice & baso aci. Baso aci at a price of 20 thousand that I ordered was too expensive because it wasn't worth the filling. But the chocolate ice is pretty good.
It is hoped that my review can be used as a consideration for evaluating this cafe so that in the future it can grow & be even better. Success always👌🏻

Cozy place. Cool, not noisy. Suitable for refreshing. Suitable for family events.

Nice place, open spot because it uses glass, easy access, right around the corner.
For good drinks, good bread, the food variants are lacking (when it arrives, there's only bread). Can make sante sante while chatting plus coffee. 👍🏼

Ngupi syahdu next to the house",0.95,0.0038209923001215,0.5431430266890522,1369,"cafe, menu, aci, gmaps, price, consideration, syahdu, students, weather, grow"
ByCoffee,ChIJfRci-s0p1i0RInIwDbz7F6A,"Jl. Sultan Agung No.30, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","cafe, point_of_interest, food, establishment",4.8,67,,"cozy small place to hangout with your friendss! their iced coffee is refreshing too!!🫶🫶 recommended🤌

Nice!

Ice choco

Hidden gem. Just it.

More expensive than other bycoffee store but their ambience so nice",0.95,0.0038209923001215,0.5431430266890522,1370,"cozy, bycoffee, choco, hangout, ice, store, ambience, small, recommended, gem"
TIKOITO,ChIJbXg7mLQp1i0RaLWQZvp5oxo,"Perumahan Griyashanta, Jl. Soekarno - Hatta Blk. K No.319, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, establishment",4.8,66,,"They have a very tasty milk tea. The shop is small but still have seats for the customers that prefer to enjoy the beverages there.
They also have some food and snacks as well as coffee.
But the tea still their main selling.
The staffs are kind. And if you bring your own tumbler they even give you 10% discount.

Selling good & delicious milk tea... rose milk tea that I recommend if you go to this place

A Good Place to Chill and Drink Coffee with your friends...the neighborhood are good..

the drinks are  delicious and it's quite affordable.

Good Service Good People make a Good Tea :)",0.95,0.0037630984773924,0.5431181323452787,1371,"beverages, tumbler, shop, staffs, affordable, tasty, bring, rose, quite, enjoy"
Es Teh Indonesia Hr.Muhammad,ChIJQ0v0JTf91y0RT1zzpM7_vPI,"Jl. Mayjen HR. Muhammad No.123, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60226, Indonesia","cafe, food, point_of_interest, establishment",4.8,66,,"🥰🥰🥰🥰🥰🥰🥰

It was the first time I tried Indonesian eseh and immediately liked the taste of the tea. There are various flavors of tea too. Most favorite esthe avocado. The service is friendly and the food packaging is attractive👍👍

All the variants are delicious👍🏻
the waiting room is hot even though there is an air conditioner .... is the air conditioner broken?
Finally waiting in front

The taste of the taro is just right and sweet too. 🥰
The packaging is also good, there is a lid that doesn't spill the drink and makes the straw safe.

Many choices of flavors and sizes, can be matched to tastes and needs (eg for consumption of drinks for gatherings or meetings).

The waiters are responsive and fast, neat and nice. Unfortunately, each drink doesn't have a label for what drink it is. So if we buy lots and lots of flavors, we have to guess when we choose.",0.95,0.0037630984773924,0.5431181323452787,1372,"avocado, indonesian, flavors, tea, packaging, eseh, consumption, friendly, variants, conditioner"
WARKOP ABYAN,ChIJk4XeRKYp1i0Rx2iTRueoxRM,"Jl. Danau Maninjau Barat Blok AP2 No.25, Sawojajar, Kedungkandang, Malang City, East Java 65139, Indonesia","cafe, food, point_of_interest, establishment",4.8,65,1.0,"I can totally recommend this place, very good taste and very kindly stuff...if you stay in malang or visit malang yiu have to go there!

Good

Recommended ...

The feeling of kicking doesn't use hoaxes, a beautiful place for hot meatballs.. not hot meatballs but stifling air.. can't enjoy it.. clean environment? Definitely... really recommended..

Cool place, spacious parking, black coffee (mumbul) is great for snacking
Can nobar motogp too",0.95,0.0037052046546633,0.5430932380015052,1373,"place, malang, meatballs, recommend, motogp, definitely, nobar, kicking, hoaxes, enjoy"
TERAS KOPI Araya,ChIJE9hIQQYp1i0R6Eg-2jWzRC8,"Araya J7-9, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","cafe, point_of_interest, store, food, establishment",4.8,62,,"Not too bad for a small coffee  shop, their menu  are good, and the place is quiet  and away from the crowd, good place to  hang out with friends

Cozy affordable worth coffee shop in Araya residential area, with good view at evening also 😊😊

It is a mandatory place for Binus Malang children to go to work. The food and drinks are delicious and very affordable, closing around 10 pm.

Strategic location in the middle of araya housing. Serving snacks and various drinks, coffee at friendly prices. The atmosphere is like dropping into a relative's terrace room.

The coffee is delicious, the price is very affordable, it's just a matter of the vibes, which is a bit lacking, you know, in the yard, but it doesn't matter.",0.95,0.003531523186476,0.5430185549701847,1374,"araya, affordable, coffee, area, closing, binus, bad, menu, atmosphere, strategic"
Aksara Coffee,ChIJHXVpuUuBeC4R7e_P0xDjBuo,"Jl. Dewi Sartika I No.13, Temas, Kec. Batu, Kota Batu, Jawa Timur 65315, Indonesia","cafe, food, point_of_interest, store, establishment",4.8,61,,"Great place. This's a new home Aksara Coffe... Let join us...

The friea are great.. so delicious.. nc place.. very chill place

Its just about taste of coffee

Nice

Free wifi",0.95,0.0034736293637468,0.5429936606264112,1375,"coffe, friea, place, nc, aksara, delicious, wifi, chill, join, nice"
Kopi Lanang Jogjakarta,ChIJS6QLx6RZei4RvWOsUlQ3sA8,"6949+H2V, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213, Indonesia","cafe, store, food, point_of_interest, establishment",4.8,61,,"Warm place to meet and hang out with small group of fellas. Easy to find and stopped by.

Fun kiosk to have a good cup of coffee. Friendly atmosphere.

Cheap coffee but have a good taste, and for the seller is friendly

Delicious coffee, friendly seller... this lanang coffee shop is located on Jalan Mataram, west side of the road (next to Bu Amin's food stall). Its location on the side of the road and the model of an open shop make the passing of vehicles a sight, but this will be ignored by chatting in private and enjoying the music played by the seller and enjoying delicious coffee.

There are a variety of hot and cold coffee offerings, such as black coffee, coconut milk coffee, palm sugar coffee. The price is pocket friendly.

The shop opening hours are written from 12 noon to 1 in the morning. However, this coffee shop usually opens after 3 pm. This is because the seller is alone and needs time to rest enough and provide selling materials. The closing time is always at 1pm.

Please those who are curious to taste lanang coffee can stop by here. Take it easy for women because even though the name is coffee lanang, this coffee shop is not specifically for men.

Easy to reach in the city center of Jogja. Coffee is great
It's good to hangout with friends",0.95,0.0034736293637468,0.5429936606264112,1376,"coffee, jalan, shop, kiosk, friendly, meet, 1pm, opens, jogja, ignored"
Viral Corner Cafe,ChIJCxprtEjxdy4RYB5Ga5BjPtw,"Lantai 1, Plaza Lamongan, Jl. Panglima Sudirman, Dapur Barat, Sidokumpul, Lamongan, Lamongan Regency, East Java 62213, Indonesia","cafe, point_of_interest, food, establishment",4.8,61,,"Rose tea my fav🤤

There are so many choices of drinks that I'm confused which one to choose hehe... finally decided to try the asian dolce latte coffe, the coffee taste is quite good but the sweetened condensed milk taste is too dominant, also try the peach & tropical mango lemonade, it's really fresh. for the service, it's really long, even though I only bought 2 glasses, I waited for about half an hour even though it was quiet
.
After my review above was read by the owner, the owner's response was very good and could accept my input openly, the service was very friendly and the speed of serving was really fast, I tried again at the newest branch in Lamongan Plaza, I tried the Thai tea, the taste The thai tea is really good, the taste is really good, the thai tea is just right, the matcha machiato is really good, it really tastes like matcha, try the strawberry sweety frappe too, the combination of strawberry and milk is just right but I think it's a bit sweet.

The drinks are better now, to be honest, I first opened here and didn't really like it, now it's delicious, the packaging is good, the place is also comfortable because it's cool and there's wifi too.

For those who are in Lamongan or passing by, you can try the drinks here, the taste is TOP BGT and the place is cozy... it's fresh, warm, warm, really good 😊

Sorry in advance
On the 21st before closing, I ordered 2 portions of pearl milk tea via grabfood
How come it doesn't feel like it used to?
It tastes right, it's just tea. The milk doesn't taste good.
Is it different if you order before closing the service is different for taste??!!!",0.95,0.0034736293637468,0.5429936606264112,1377,"tea, thai, rose, lamongan, opened, packaging, honest, dolce, 21st, theres"
Dalbo Coffee,ChIJvSSFUoKBeC4RlRz0KtZBUvk,"Jl. Karyawiguna No.336c, Babatan, Tegalgondo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152, Indonesia","cafe, food, store, point_of_interest, establishment",4.8,59,,"cozy cafe where it is located in a secret place, comfortable and good for work

Great ambience......amazing drink and coffee...wonderful service and place ...😊😊😊👌👌👌😘

Hidden gems. Pleasant place with delightful brew.

Owner dalbo coffe

Secret
But
Perfect",0.95,0.0033578417182886,0.5429438719388641,1378,"cafe, cozy, coffe, dalbo, located, ambienceamazing, hidden, gems, great, owner"
barreallo,ChIJZYCeUDMo1i0RKLjF-u4BI5g,"Jl. Batanghari No.12, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","cafe, point_of_interest, store, food, establishment",4.8,59,,"An adorable, vintage, friendly cafe, good ambience, and fragrant. But unfortunately when I went there the snack menu wasn't available but it's okay☕️

Good vibes coffee shop 🤩🤩

The have good chocolate beverage. Worth to try.

A homey place to chill

Nice vibes",0.95,0.0033578417182886,0.5429438719388641,1379,"cafe, snack, fragrant, ambience, vibes, friendly, vintage, menu, unfortunately, wasnt"
Kopi Tejo 2,ChIJV5Nnstsp1i0RLHjj3mvM7ck,"Jl. Borobudur, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","cafe, food, point_of_interest, establishment",4.8,57,,"Just try the chocolate coffee 😙😙

The coffee is the best
It suits my taste

try the new ricebowl menu. recommend this🤤

The coffee.... Mantaaaaaap bosskuuuuuuuuu
#CoffeeCoklat

It took a long time to get an order here even though there were 3 of them, the coffee and snack orders took a long time. Please accelerate again in the future, thank you.",0.95,0.0032420540728304,0.542894083251317,1380,"coffee, snack, order, menu, ricebowl, recommend, accelerate, mantaaaaaap, bosskuuuuuuuuu, just"
Kafe Blandong,ChIJLW_--r5Bdy4Rb1v6enC6vqo,"2CM8+X8G, Lorong belakang SMA 1, Tempelan, Kec. Blora, Kabupaten Blora, Jawa Tengah 58211, Indonesia","cafe, food, point_of_interest, establishment",4.8,57,,"Legendary shop. I first met this shop in 2000. I was happy to drink iced soda for the first time here. Had moved locations that were all in the south shifted to the north and which is now including the third time moving locations. 22 years hanging out here, only the generation of visitors is different, but there are also some old visitors who are still regular customers until now. The favorite menu is fried egg noodles using cheese and given a little gravy. Favorite drinks are still happy soda and iced coffee and milk. In the afternoon, it turns out that it is now being used as a place for storing motorbikes for the children of Sman 1 Blora. There are also many cafes around there

On Sunday evenings it's really crowded, but it's really suitable for hanging out casually eating indomie ahahahaha. Apart from that there are many other snacks ranging from toast, french fries, nuggets etc. The price is also still affordable, no need to be afraid to make dry bags. The seats are cross-legged, there is wifi so that you feel more comfortable hanging out. The place is in an alley but still easy to find.

Wow, this is a high school hangout place. It's perfect for nostalgia... The fried noodles are a winner. Now there are a lot of menus. The place is cool, sitting on the floor. Open it until night anyway. It's really good for hanging out especially when you're hungry in the middle of the night... The service is sat set... cool

Cheap prices and spacious place to fit many people. There are lots of menus with fried indomie and Godok in various flavors. The location is a bit deep but can still be found easily. Most Blora people know this place. suitable for hanging out with friends and girlfriends.

Mainstay noodle place since middle school until I got married 😬",0.95,0.0032420540728304,0.542894083251317,1381,"cafes, hangout, noodle, prices, menu, legendary, motorbikes, storing, wifi, casually"
Warung eM-eS,ChIJYdfnt6of1i0RfS62bnLgtQA,"Jl. Tembusan Sedayu, Turen, Kec. Turen, Kabupaten Malang, Jawa Timur 65175, Indonesia","cafe, food, store, point_of_interest, establishment",4.8,57,1.0,"beautiful cafe with rice-field (sawah) view

Delicious sing dodol poll house Jan subhanallah the main e

It's cool, the seller is also friendly..

Highly recommend...the drinks are delicious. The owner is friendly...thank you

The spicy pentol is great, the sauce is concocted by its own kek.. so it's different from the others..
The place is comfortable but don't forget to bring a jacket at night",0.95,0.0032420540728304,0.542894083251317,1382,"cafe, ricefield, dodol, spicy, friendly, recommendthe, sawah, jan, concocted, sing"
Coffee shop/Cafe Surabaya,ChIJf_4FWw_71y0RgifO3B1ZLjE,"Jl. Citandui No.14, DR. Soetomo, Kec. Tegalsari, Surabaya, Jawa Timur 60264, Indonesia","cafe, food, point_of_interest, establishment",4.8,55,,"Rekomended, strategis, service friendly, this cafe millenial and full music, parkir area bigger

Good place to hangout. Love it

Nice

Cozy p

Cozy place",0.95,0.0031262664273721,0.54284429456377,1383,"cafe, parkir, cozy, service, area, music, strategis, friendly, millenial, rekomended"
